
. Module name, SLE, CFG, ARI1, BUFFER, MACC_PA, RAM1K20, RAM64X12, GLOBAL, IO
.	.	. COREGPIO_0_COREGPIO_0_0_CoreGPIO_Z68_layer1, 4, 4, 0, 0, 0, 0, 0, 0, 0
.	. COREJTAGDebug_0, 17, 118, 0, 0, 0, 0, 0, 2, 0
.	.	. COREJTAGDEBUG_Z67_layer1, 17, 118, 0, 0, 0, 0, 0, 2, 0
.	.	.	. COREJTAGDEBUG_UJ_JTAG_26s_0s_34s_85_0_0, 17, 113, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. corejtagdebug_bufd_34s, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. corejtagdebug_bufd_34s_0, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	. corejtagdebug_bufd_34s_2, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	. DDR3_0, 9320, 8418, 2456, 0, 0, 18, 33, 10, 43
.	.	. DDR3_0_CCC_0_PF_CCC, 0, 0, 0, 0, 0, 0, 0, 3, 0
.	.	. DDR3_0_DDRCTRL_0_CoreDDRMemCtrlr_Z60_layer1, 7132, 5659, 1414, 0, 0, 18, 19, 1, 0
.	.	.	. C0_sdram_sys_top_Z59_layer1, 7132, 5659, 1414, 0, 0, 18, 19, 1, 0
.	.	.	.	. C0_phy_top_Z7_layer1, 90, 400, 17, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. C0_ddr4_nwl_phy_init_Z6_layer1, 90, 396, 17, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_util_sync_reset_0, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_sync_flops_0_61_2, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. C0_sdram_lb_Z58_layer1, 6908, 5259, 1397, 0, 0, 18, 19, 0, 0
.	.	.	.	.	. C0_axi_if_Z11_layer1, 3671, 2312, 403, 0, 0, 18, 9, 0, 0
.	.	.	.	.	.	. C0_util_fifo_Z10_layer1, 338, 255, 0, 0, 0, 0, 8, 0, 0
.	.	.	.	.	.	.	. C0_util_fifo_core_Z9_layer1, 338, 255, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_gray_sync_bin_5s_0, 15, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. C0_util_sync_5s_0_0_0, 10, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_10, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_11, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_12, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_13, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_14, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_gray_sync_bin_5s_1, 15, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. C0_util_gray_to_bin_5s, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. C0_util_sync_5s_0_0, 10, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_3, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_4, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_6, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_8, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_9, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_lat1_to_lat0_95s, 290, 203, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_2, 2, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_45, 2, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_ram_4s_95s_32s_2s_0s_0s_16s, 0, 0, 0, 0, 0, 0, 8, 0, 0
.	.	.	.	.	.	. C0_util_fifo_Z13_layer1, 38, 47, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	. C0_util_fifo_core_Z12_layer1, 38, 47, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_lat1_to_lat0_6s, 17, 15, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_ram_4s_6s_6s_1s_0s_0s_16s, 0, 0, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	. C0_util_fifo_Z15_layer1, 227, 202, 46, 0, 0, 3, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_fifo_core_Z14_layer1, 227, 202, 46, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_gray_sync_bin_11s, 33, 20, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. C0_util_gray_to_bin_11s, 0, 10, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. C0_util_sync_11s_0_0, 22, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_0, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_1, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_10, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_2, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_3, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_4, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_5, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_6, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_7, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_8, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_9, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_gray_sync_bin_11s_1, 33, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. C0_util_gray_to_bin_11s_1, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. C0_util_sync_11s_0_0_0, 22, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_11, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_12, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_13, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_14, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_15, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_16, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_17, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_18, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_19, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_20, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_21, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_lat1_to_lat0_46s, 137, 154, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_ram_10s_46s_32s_1s_0s_0s_1024s, 0, 0, 0, 0, 0, 3, 0, 0, 0
.	.	.	.	.	.	. C0_util_fifo_Z17_layer1, 485, 319, 46, 0, 0, 7, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_fifo_core_Z16_layer1, 485, 319, 46, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_gray_sync_bin_11s_1_0, 33, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. C0_util_gray_to_bin_11s_3, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. C0_util_sync_11s_0_0_2, 22, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_34, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_35, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_36, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_37, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_38, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_39, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_40, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_41, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_42, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_43, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_44, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_gray_sync_bin_11s_2, 33, 20, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. C0_util_gray_to_bin_11s_2, 0, 10, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. C0_util_sync_11s_0_0_1, 22, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_23, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_24, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_25, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_26, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_27, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_28, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_29, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_30, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_31, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_32, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_33, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_lat1_to_lat0_129s, 395, 272, 1, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_ram_10s_129s_32s_4s_0s_0s_1024s, 0, 0, 0, 0, 0, 7, 0, 0, 0
.	.	.	.	.	.	. C0_util_fifo_Z19_layer1, 526, 353, 42, 0, 0, 4, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_fifo_core_Z18_layer1, 526, 353, 42, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_gray_sync_bin_10s_0, 30, 12, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. C0_util_gray_to_bin_10s, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. C0_util_sync_10s_0_0, 20, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_16, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_17, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_18, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_19, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_20, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_21, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_22, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_23, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_24, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_25, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_gray_sync_bin_10s_1, 30, 18, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. C0_util_gray_to_bin_10s_1, 0, 9, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. C0_util_sync_10s_0_0_0, 20, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_26, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_27, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_28, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_29, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_30, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_31, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_32, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_33, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_34, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_35, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_lat1_to_lat0_145s, 443, 305, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_ram_9s_145s_32s_4s_0s_0s_512s, 0, 0, 0, 0, 0, 4, 0, 0, 0
.	.	.	.	.	.	. C0_util_fifo_Z21_layer1, 267, 170, 35, 0, 0, 2, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_fifo_core_Z20_layer1, 267, 170, 35, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_lat1_to_lat0_77s, 230, 157, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_ram_8s_77s_32s_2s_0s_0s_256s, 0, 0, 0, 0, 0, 2, 0, 0, 0
.	.	.	.	.	.	. C0_util_fifo_Z23_layer1, 250, 157, 38, 0, 0, 2, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_fifo_core_Z22_layer1, 250, 157, 38, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_lat1_to_lat0_70s, 209, 144, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_ram_9s_70s_32s_2s_0s_0s_512s, 0, 0, 0, 0, 0, 2, 0, 0, 0
.	.	.	.	.	.	. C0_wrap_calc_Z8_layer1, 0, 305, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. C0_dfi_rddata_align_Z34_layer1, 99, 134, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. C0_dfi_timing_gen_Z52_layer1, 7, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. C0_fastinit_Z47_layer1, 1092, 1481, 417, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_fastsdram_Z41_layer1, 981, 1200, 372, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_odt_gen_Z35_layer1, 11, 15, 10, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_openbank_6, 73, 73, 36, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_openbank_6_0, 73, 73, 36, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_openbank_6_1, 73, 73, 36, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_openbank_6_2, 73, 73, 36, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_openrank_Z45_layer1, 119, 458, 89, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_nwl_rolling_timer_4s_9s_3s_86s_512s_3s, 48, 65, 36, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_rw_tracking_Z42_layer1, 16, 32, 15, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_wtr_tracking_Z43_layer1, 8, 9, 8, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_prog_pipe_delay_4s_0_7s_40s, 80, 8, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_qm_Z46_layer1, 57, 71, 43, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_qm_Z46_layer1_0, 59, 88, 43, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_qm_Z46_layer1_1, 57, 128, 43, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_param_latency_130s_3s_0s_1s, 66, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_param_latency_48s_3s_1s_1s, 12, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_wrcmd_data_delay_Z39_layer1, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_util_sync_1s_0_0_1, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_sync_flops_0_44, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_util_sync_1s_0_0_2, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_sync_flops_0_45, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. C0_freq_ratio_cac_Z48_layer1, 55, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. C0_freq_ratio_data_Z49_layer1, 110, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_0, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_1, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_10, 1, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_11, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_12, 1, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_13, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_14, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_15, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_16, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_17, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_18, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_19, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_2, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_20, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_21, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_22, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_23, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_24, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_25, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_26, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_27, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_28, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_29, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_3, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_30, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_31, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_32, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_33, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_34, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_4, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_5, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_6, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_7, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_8, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_dfi_phase_shift_static_4s_0s_0_9, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. C0_merge_read_valid_40s_32s_5s_0_1, 141, 105, 66, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. C0_mpfe_Z28_layer1, 455, 437, 41, 0, 0, 0, 9, 0, 0
.	.	.	.	.	.	. C0_lb_fifo_13s_1s_37s_50s_1s_115s, 195, 98, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_mpfe_req_tracking_Z24_layer1, 30, 64, 16, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	. C0_util_fifo_reg_64s_5s_32s_16s_0s_1s_0s_31s, 19, 38, 6, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	. C0_mpfe_req_tracking_Z25_layer1, 230, 181, 25, 0, 0, 0, 6, 0, 0
.	.	.	.	.	.	.	. C0_util_fifo_Z27_layer1, 218, 147, 12, 0, 0, 0, 6, 0, 0
.	.	.	.	.	.	.	.	. C0_util_fifo_core_Z26_layer1, 218, 147, 12, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. C0_util_lat1_to_lat0_64s, 194, 130, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_ram_5s_64s_32s_2s_0s_0s_32s, 0, 0, 0, 0, 0, 0, 6, 0, 0
.	.	.	.	.	. C0_prog_pipe_delay_160s_0_1s_1s, 147, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. C0_prog_pipe_delay_64s_1_1s_1s, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. C0_rmw_Z32_layer1, 690, 599, 462, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	. C0_multiburst_qr_Z33_layer1, 79, 140, 27, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_util_param_latency_1s_2s_0_0s, 2, 0, 0, 0, 0, 0, 0, 0, 0
